age,gender,education_level,government_region,W8wave5,W8wave6,W8wave7,w1rwa11,w1rwa21,w1rwa31,w1wing1a,w1EQUALITY1,w2UKparty1,w2UKparty2,w2UKparty3,w2trdegl5,w2trdegl7,w2trdegl8,w2trdegl9,w2efftrst1,w2efftrst2,w2efftrst3,w2efftrst4,w2efftrst5,w2efftrst6,w2efftrst14,w2efftrst15,w2efftrst16,w2efftrst18,w2natid1,w2natid2,w2natid3,w2natid4,w2eupan1,w2eupan2,w2eupan3,w2eupan4,w2eupan5,w2eupan6,w2eupan7,w2eupan8,w2eupan9,w2eupan10,w5econ1,w5econ2,w5econp1,w5econp2,w5EUref1,w6econ1,w6econ2,w6econp1,w6econp2,w6EUref1,w7cgreed,w7banks,w7EUref1,Weight_wave10,w10econ1,w10econ2,w10econp1,w10econp2,w10EUref1
34,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",South East,,,,Strongly agree,Agree,Strongly agree,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",London,,,,Agree,Strongly agree,Neither agree nor disagree,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union,Disagree,Strongly disagree,I would vote for Britain to leave the European Union,,,,,,
57,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",London,.45631451894794,.405738224700884,.3866296022393271,Agree,Strongly agree,Neither agree nor disagree,3,3,Labour,,,Negative effect,No effect,Positive effect,Negative effect,Agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Very important,Don’t know,Sometimes,Extremely important,Strongly disagree,Disagree,Don’t know,Don’t know,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,Don’t know,Disagree,,,,,,,,,,,,,,,,,,,
31,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",South East,,,,Disagree,Disagree,Disagree,1,5,,Liberal Democrat,,Negative effect,Positive effect,Positive effect,Negative effect,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Disagree,Neither agree nor disagree,Strongly disagree,Agree,Very unimportant,Not very well,Always,Very important,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,,,
39,Male,University diploma,West Midlands,1.932768736830218,2.029777378539143,2.09993039547505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Get a lot worse,Get a little worse,I would vote for Britain to remain a member of the European Union.,Gotten a little worse,Gotten a little worse,Get a little worse,Get a little worse,Don't know,Strongly agree,Agree,I would not vote,1.597470539186976,Stayed the same,Got a little better,Get a little worse,Get a little better,I would not vote.
62,Female,City and Guild certificate,South East,.8309818594713254,1.190635158049323,1.169731988704436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a little better,Stay the same,Get a little better,I would not vote.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union,Don't know,Strongly agree,Don't know,,,,,,
54,Female,"Other technical, professional or higher qualification",East Midlands,,,,Agree,Agree,Disagree,5,4,,,No-none,Negative effect,Negative effect,No effect,Negative effect,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Disagree,Agree,Very important,Very well,Always,Extremely important,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,
43,Female,No formal qualifications,East of England,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",South West,,,,Strongly agree,Strongly agree,Neither agree nor disagree,8,5,Conservative,,,Negative effect,No effect,No effect,No effect,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Not important at all,Not very well,Don’t know,Neither unimportant nor important,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,
59,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",West Midlands,1.082626025618619,.9925655915082761,,Strongly agree,Strongly agree,Strongly agree,7,4,No-none,,,Negative effect,Don’t know,No effect,Negative effect,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Extremely important,Extremely well,Always,Extremely important,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Stayed the same,Got a little better,Stay the same,Stay the same,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union,,,,,,,,,
54,Male,"Other technical, professional or higher qualification",West Midlands,1.174337619568939,1.080568351985611,1.060502658203512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Get a little worse,Get a lot worse,I would vote for Britain to leave the European Union.,Gotten a little worse,Gotten a little worse,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union,Strongly agree,Strongly agree,I would vote for Britain to leave the European Union,1.107558283896776,Got a little worse,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union.
62,Male,onc,South West,.6644122866764851,.8897647866224742,.8633156300275791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Get a little better,Get a little worse,I would not vote.,Gotten a little worse,Gotten a little worse,Get a little worse,Get a little worse,I would not vote,Strongly agree,Strongly agree,I would not vote,.5028800364066387,Stayed the same,Got a little worse,Get a little worse,Get a little worse,I would not vote.
59,Male,Scottish Higher Certificate,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Female,Clerical and commercial,Yorkshire and the Humber,.8487002790571452,.9450110032239781,.9296374204160736,Strongly agree,Strongly agree,Strongly agree,5,4,Conservative,,,Don’t know,Don’t know,Don’t know,Don’t know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Extremely important,Extremely well,Always,Extremely important,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union.,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union,Neither agree nor disagree,Agree,I would vote for Britain to leave the European Union,.9784640961865941,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union.
78,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",Scotland,.5734151636333762,,,Agree,Strongly agree,Neither agree nor disagree,4,5,Liberal Democrat,,,No effect,Positive effect,No effect,Negative effect,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Strongly agree,Extremely important,Extremely well,Always,Extremely important,Strongly disagree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Got a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
50,Female,"Other technical, professional or higher qualification",North West,,,,Strongly disagree,Neither agree nor disagree,Strongly disagree,2,7 -  Government should do more to reduce income inequality.,,,Labour,Negative effect,Positive effect,Don’t know,Don’t know,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Very important,Very well,Quite Often,Very important,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Don’t know,Disagree,Don’t know,Agree,,,,,,,,,,,,,,,,,,,
55,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",East Midlands,,,,Strongly agree,Agree,Agree,7,3,,Conservative,,Positive effect,Positive effect,Positive effect,No effect,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Extremely important,Very well,Quite Often,Extremely important,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,
68,Female,"University or CNAA higher degree (eg M.Sc, Ph.D)",Yorkshire and the Humber,,,,Disagree,Disagree,Strongly disagree,3,6,Labour,,,Positive effect,Positive effect,No effect,Positive effect,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither unimportant nor important,Not very well,Sometimes,Neither unimportant nor important,Don’t know,Agree,Agree,Disagree,Agree,Disagree,Agree,Don’t know,Disagree,Agree,,,,,,,,,,,,,,,,,,,
47,Male,"University or CNAA higher degree (eg M.Sc, Ph.D)",London,.4792788724471593,.4012807501604805,.379055535197323,Disagree,Disagree,Disagree,4,6,,Labour,,Negative effect,Positive effect,Positive effect,No effect,Agree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Very important,Extremely well,Always,Very important,Neither agree nor disagree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Agree,Disagree,Don’t know,Strongly agree,Got a little better,Got a little better,Get a little better,Stay the same,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Gotten a little better,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union,Agree,Agree,I would vote for Britain to remain a member of the European Union,.4134662510386291,Got a little better,Got a little better,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.
53,Female,"University or CNAA higher degree (eg M.Sc, Ph.D)",North West,.6214255438869766,.5552314951943135,.5484372667395597,Agree,Neither agree nor disagree,Agree,0,6,Labour,,,Negative effect,Negative effect,No effect,Negative effect,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Very important,Don’t know,Don’t know,Extremely important,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Got a lot worse,Got a little better,Stay the same,Get a lot worse,I would vote for Britain to leave the European Union.,Gotten a lot worse,Gotten a little better,Stay the same,Get a lot worse,I would vote for Britain to leave the European Union,Strongly agree,Strongly agree,I would vote for Britain to leave the European Union,.6874228172140384,Stayed the same,Got a little better,Don't know,Don't know,I would vote for Britain to leave the European Union.
68,Male,No formal qualifications,South East,.6644122866764851,.6414999004715577,.6144473780015872,Agree,Strongly agree,Strongly agree,5,6,,,No-none,Positive effect,Positive effect,Positive effect,Positive effect,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Strongly agree,Neither unimportant nor important,Extremely well,Sometimes,Very important,Agree,Neither agree nor disagree,Agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Got a little worse,Stayed the same,Get a little worse,Get a little worse,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union,Agree,Strongly agree,I would vote for Britain to remain a member of the European Union,.5028800364066387,Stayed the same,Got a little worse,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union.
55,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",Scotland,.4464732185599556,.4072507890520046,.3951790089794781,Strongly disagree,Strongly disagree,Strongly disagree,0,7 -  Government should do more to reduce income inequality.,,,Labour,Negative effect,Negative effect,Negative effect,No effect,Neither agree nor disagree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Not important at all,Not at all,Rarely,Not important at all,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Got a lot worse,Got a little worse,Get a little worse,Get a lot worse,I would vote for Britain to remain a member of the European Union.,Gotten a lot worse,Stayed the same,Stay the same,Get a little worse,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,.4899980889662908,Got a little worse,Got a little worse,Get a little worse,Get a little worse,I would vote for Britain to remain a member of the European Union.
62,Female,"University or CNAA higher degree (eg M.Sc, Ph.D)",Yorkshire and the Humber,,,,Neither agree nor disagree,Agree,Disagree,3,5,Labour,,,Positive effect,Positive effect,No effect,Positive effect,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Very important,Very well,Always,Very important,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Don’t know,Disagree,Disagree,Don’t know,Agree,,,,,,,,,,,,,,,,,,,
34,Male,"University or CNAA higher degree (eg M.Sc, Ph.D)",East Midlands,1.045135798496661,.5945312235968266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,Stayed the same,Don't know,Don't know,I would vote for Britain to remain a member of the European Union.,Don't know,Stayed the same,Don't know,Don't know,I would vote for Britain to remain a member of the European Union,,,,,,,,,
57,Male,"Other technical, professional or higher qualification",East Midlands,,,,Strongly agree,Neither agree nor disagree,Agree,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Female,GCE A level or Higher Certificate,London,,,,Disagree,Disagree,Disagree,4,6,Liberal Democrat,,,Negative effect,Positive effect,Positive effect,Positive effect,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Agree,Neither unimportant nor important,Not very well,Quite Often,Neither unimportant nor important,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,,,,,,,,,,,,,,,,,,,
37,Female,"Other technical, professional or higher qualification",South East,.816793936518121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
58,Female,No formal qualifications,Yorkshire and the Humber,1.096835174985589,1.164602762996518,1.152395072043465,Strongly agree,Strongly agree,Strongly agree,5,4,,,Labour,Negative effect,Don’t know,No effect,Negative effect,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Agree,Very important,Very well,Always,Very important,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Got a little better,Got a little worse,Stay the same,Get a little better,I would vote for Britain to leave the European Union.,Gotten a little better,Gotten a little better,Stay the same,Stay the same,I would vote for Britain to leave the European Union,Strongly agree,Strongly agree,I would vote for Britain to leave the European Union,1.194170755857791,Got a little better,Got a lot worse,Get a lot worse,Get a little better,I would vote for Britain to leave the European Union.
52,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",Yorkshire and the Humber,.8544798281404081,,,Neither agree nor disagree,Agree,Disagree,3,5,,,Labour,Negative effect,Negative effect,Positive effect,Negative effect,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither unimportant nor important,Very well,Sometimes,Very important,Neither agree nor disagree,Neither agree nor disagree,Don’t know,Disagree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Got a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
63,Male,onc,Scotland,.673109256040468,.7050432869593403,.670632923782452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Get a little worse,Get a little better,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union,Agree,Agree,I would vote for Britain to leave the European Union,.7520217165204166,Got a little better,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union.
56,Male,City and Guild certificate - advanced,North West,1.066274593292081,.933928815934214,.9259172616319685,Agree,Agree,Agree,7,2,,Don't know,,No effect,No effect,No effect,No effect,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Neither unimportant nor important,Not very well,Never,Neither unimportant nor important,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Got a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union,Strongly agree,Agree,I would vote for Britain to leave the European Union,.6939711671953529,Got a little better,Got a little better,Get a little better,Get a little better,I would vote for Britain to leave the European Union.
25,Female,"Other technical, professional or higher qualification",London,1.255851276945694,.8311391957466475,.8663099062123555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little worse,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Stayed the same,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union,Strongly agree,Agree,I would vote for Britain to leave the European Union,1.870231672410148,Got a little better,Stayed the same,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union.
58,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",London,.8137889920272616,,,Agree,Neither agree nor disagree,Disagree,5,5,,,Conservative,Negative effect,Don’t know,No effect,Positive effect,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Very important,Extremely well,Quite Often,Very important,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Got a little worse,Got a little worse,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union.,,,,,,,,,,,,,,
71,Male,University diploma,London,.8056212718145346,.6705118355176151,.6519657524853202,Neither agree nor disagree,Strongly agree,Strongly agree,5,3,,Conservative,,Negative effect,Positive effect,No effect,Negative effect,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Neither unimportant nor important,Extremely well,Always,Neither unimportant nor important,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Got a lot better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a lot better,I would vote for Britain to leave the European Union,Agree,Disagree,I would vote for Britain to leave the European Union,.5806589655387322,Got a lot better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union.
44,Male,GCE A level or Higher Certificate,East of England,.8466048820712507,.9729510650148298,1.016378454003369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Stayed the same,Stay the same,Get a little worse,I would vote for Britain to remain a member of the European Union.,Gotten a little worse,Gotten a little worse,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,.8906925369714984,Got a little worse,Got a lot worse,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.
37,Female,"University or CNAA higher degree (eg M.Sc, Ph.D)",Scotland,.8602505717107874,1.089123592015835,1.176294799572515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little better,Get a little better,Stay the same,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Gotten a little better,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union,Agree,Agree,I would vote for Britain to remain a member of the European Union,1.168141464430285,Got a little better,Stayed the same,Get a lot worse,Stay the same,I would vote for Britain to remain a member of the European Union.
36,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",Scotland,1.520469591055148,1.636509542392139,1.73996889136223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,I would vote for Britain to leave the European Union,Neither agree nor disagree,Neither agree nor disagree,Don't know,1.20505056857209,Don't Know,Don't Know,Don't know,Don't know,I would vote for Britain to leave the European Union.
57,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",East Midlands,.7690944369739333,.6893982156991263,.6994023809084768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Stayed the same,Get a little worse,Don't know,I would vote for Britain to leave the European Union.,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union,Agree,Strongly agree,I would vote for Britain to leave the European Union,.713720530057986,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union.
44,Male,University diploma,South East,.7151795112629291,.6983897018797346,.6800354099252204,Strongly agree,Strongly agree,Disagree,7,1 - Government should get out of the business of promoting income equality.,,,British National Party (BNP),No effect,No effect,Negative effect,No effect,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,Neither unimportant nor important,Not very well,Always,Neither unimportant nor important,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union.,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union,Strongly agree,Strongly agree,Don't know,,,,,,
53,Male,City and Guild certificate,Wales,1.241335675006729,1.093148210837572,1.128088267167285,Agree,Strongly agree,Neither agree nor disagree,8,4,,Conservative,,Negative effect,Positive effect,Don’t know,Positive effect,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Agree,Extremely important,Extremely well,Always,Extremely important,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Don’t know,Strongly disagree,Strongly agree,Strongly agree,Got a little better,Stayed the same,Get a little worse,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Gotten a little worse,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union,Neither agree nor disagree,Disagree,I would vote for Britain to remain a member of the European Union,,,,,,
63,Female,No formal qualifications,East Midlands,1.439664480541608,1.282699983558446,1.247740582474862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Get a little better,Don't know,Gotten a little better,Gotten a little better,Get a little better,Get a little better,Don't know,Agree,Agree,Don't know,1.419756707932906,Got a little better,Stayed the same,Get a little worse,Don't know,Don't know
39,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",Wales,,,,Agree,Disagree,Agree,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Male,"Other technical, professional or higher qualification",Scotland,,,,Agree,Neither agree nor disagree,Neither agree nor disagree,5,4,,Liberal Democrat,,No effect,Positive effect,No effect,Positive effect,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Very unimportant,Very well,Sometimes,Neither unimportant nor important,Disagree,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Strongly agree,,,,,,,,,,,,,,,,,,,
53,Male,"CSE grade 1, GCE O level, GCSE, School Certificate",North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Female,Clerical and commercial,South East,.7761003302532126,.8807617733133112,.8649335135251232,Agree,Agree,Agree,5,3,,,Conservative,Negative effect,Positive effect,No effect,Negative effect,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Very important,Not very well,Always,Very important,Disagree,Neither agree nor disagree,Don’t know,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Got a lot worse,Got a lot worse,Get a little worse,Don't know,I would vote for Britain to leave the European Union.,Stayed the same,Gotten a lot worse,Get a little worse,Stay the same,Don't know,Agree,Agree,I would vote for Britain to leave the European Union,,,,,,
38,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",London,,,,Agree,Disagree,Strongly disagree,4,2,,Liberal Democrat,,Negative effect,Positive effect,Positive effect,Negative effect,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Very important,Very well,Quite Often,Extremely important,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,,,
34,Female,Scottish Higher Certificate,Scotland,.7072647761173887,.7320097773166441,.7825854815786293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Stayed the same,Stay the same,Get a lot worse,I would not vote.,Gotten a little worse,Stayed the same,Stay the same,Get a little worse,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,Don't know,.9436445356878426,Got a little worse,Got a little worse,Don't know,Don't know,I would not vote.
57,Female,"Other technical, professional or higher qualification",West Midlands,.9449808006366895,,,Agree,Agree,Neither agree nor disagree,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a little worse,Get a lot worse,Stay the same,I would vote for Britain to leave the European Union.,,,,,,,,,,,,,,
66,Female,No formal qualifications,Yorkshire and the Humber,1.437873798050546,1.16638044407144,1.123599541262364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Get a little worse,Get a little worse,I would vote for Britain to remain a member of the European Union.,Gotten a little worse,Gotten a little worse,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,1.146806436028869,Got a lot worse,Got a lot worse,Get a lot worse,Get a lot worse,I would vote for Britain to remain a member of the European Union.
