age;gender;education_level;government_region;W8wave5;W8wave6;W8wave7;w1rwa11;w1rwa21;w1rwa31;w1wing1a;w1EQUALITY1;w2UKparty1;w2UKparty2;w2UKparty3;w2trdegl5;w2trdegl7;w2trdegl8;w2trdegl9;w2efftrst1;w2efftrst2;w2efftrst3;w2efftrst4;w2efftrst5;w2efftrst6;w2efftrst14;w2efftrst15;w2efftrst16;w2efftrst18;w2natid1;w2natid2;w2natid3;w2natid4;w2eupan1;w2eupan2;w2eupan3;w2eupan4;w2eupan5;w2eupan6;w2eupan7;w2eupan8;w2eupan9;w2eupan10;w5econ1;w5econ2;w5econp1;w5econp2;w5EUref1;w6econ1;w6econ2;w6econp1;w6econp2;w6EUref1;w7cgreed;w7banks;w7EUref1;Weight_wave10;w10econ1;w10econ2;w10econp1;w10econp2;w10EUref1
58;Male;CSE grade 1, GCE O level, GCSE, School Certificate;North East;.4187765888813854;.3706240855356125;.3725681701427495;Strongly agree;Strongly agree;Strongly agree;7;1 - Government should get out of the business of promoting income equality.;;United Kingdom Independence Party (UKIP);;Negative effect;No effect;Positive effect;Negative effect;Agree;Strongly agree;Strongly disagree;Strongly agree;Strongly agree;Strongly disagree;5;5;5;5;Extremely important;Extremely well;Always;Extremely important;5;5;5;5;5;4;5;2;4;2;Got a little worse;Got a little worse;Get a little better;Get a little better;3;Gotten a little worse;Gotten a little worse;Get a little worse;Get a little worse;3;Strongly agree;Strongly agree;3;.6908400904924393;Got a little better;Stayed the same;Get a little worse;Get a little better;3
35;Female;Don't know;West Midlands;;;;Donâ€™t know;Donâ€™t know;Donâ€™t know;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;Female;Teaching qualification (not degree);South West;1.146.273.149.401.340;1.387.436.658.325.940;1.374.090.381.265.750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a lot worse;Got a little worse;Stay the same;Get a little worse;1;Stayed the same;Stayed the same;Stay the same;Stay the same;1;Strongly agree;Strongly agree;2;;;;;;
28;Male;GCE A level or Higher Certificate;South East;1.901.406.818.979.530;2.063.147.877.966.760;2.142.997.910.945.430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Got a little better;Get a little worse;Get a little worse;1;Gotten a little better;Stayed the same;Get a little worse;Stay the same;I would not vote;Disagree;Disagree;I would not vote;1.618.627.596.768.310;Got a little better;Got a little worse;Get a lot worse;Get a lot worse;I would not vote.
58;Female;No formal qualifications;Scotland;1.127.680.252.403.340;1.114.507.670.287.660;1.125.227.539.012.560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stayed the same;Stayed the same;Stay the same;Stay the same;1;Gotten a little better;Stayed the same;Stay the same;Get a little better;1;Agree;Agree;1;1.201.288.871.078.290;Got a little better;Stayed the same;Stay the same;Don't know;2
72;Female;CSE grade 1, GCE O level, GCSE, School Certificate;East of England;1.073.131.828.331.790;1.041.170.386.151.180;1.038.109.566.650.600;Strongly agree;Agree;Neither agree nor disagree;3;7 -  Government should do more to reduce income inequality.;Liberal Democrat;;;Negative effect;Positive effect;Don’t know;Don’t know;Don’t Know;Strongly agree;Neither agree nor disagree;Strongly agree;Neither agree nor disagree;Disagree;3;4;4;4;Extremely important;Extremely well;Quite Often;Extremely important;3;3;2;3;5;3;4;3;4;2;Got a little better;Stayed the same;Don't know;Don't know;1;Gotten a little better;Gotten a little better;Get a little better;Get a little better;1;Strongly agree;Strongly agree;1;.8524997310041139;Got a little better;Got a little better;Stay the same;Get a little better;2
68;Male;City and Guild certificate;Scotland;1.231.622.572.172.420;;;Neither agree nor disagree;Agree;Neither agree nor disagree;5;7 -  Government should do more to reduce income inequality.;Don't know;;;Positive effect;Positive effect;Negative effect;Positive effect;Agree;Disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;3;3;4;5;Very unimportant;Very well;Always;Very unimportant;4;2;4;2;5;4;2;4;4;1;Got a little better;Got a little worse;Stay the same;Get a little better;1;;;;;;;;;;;;;;
44;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);Yorkshire and the Humber;.2961542968414537;.2903904271309666;.2834465208030921;Strongly disagree;Strongly disagree;Strongly agree;8;2;;United Kingdom Independence Party (UKIP);;No effect;Positive effect;No effect;No effect;Agree;Agree;Disagree;Agree;Agree;Disagree;2;3;4;4;Neither unimportant nor important;Very well;Quite Often;Neither unimportant nor important;2;5;5;5;5;2;4;2;3;1;Got a little better;Stayed the same;Stay the same;Get a little better;3;Gotten a little better;Stayed the same;Stay the same;Get a little better;3;Disagree;Disagree;3;.4751162278502137;Stayed the same;Got a little better;Stay the same;Stay the same;3
58;Female;CSE grades 2-5;London;.9323249123548911;.963599491986507;.9539136616733133;Agree;Agree;Agree;7;6;;;No-none;Negative effect;No effect;Negative effect;Negative effect;Neither agree nor disagree;Neither agree nor disagree;Agree;Disagree;Disagree;Neither agree nor disagree;4;3;4;4;Neither unimportant nor important;Not very well;Sometimes;Neither unimportant nor important;3;4;5;4;4;3;5;4;2;3;Got a little worse;Stayed the same;Stay the same;Stay the same;3;Stayed the same;Gotten a little worse;Stay the same;Stay the same;3;Agree;Agree;3;;;;;;
59;Female;City and Guild certificate;West Midlands;.6383310769399068;.6116340836678633;.625706075000855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Got a little worse;Get a little worse;Get a little worse;3;Gotten a lot worse;Gotten a lot worse;Get a little worse;Stay the same;2;Strongly agree;Strongly agree;2;1.323.558.449.505.260;Got a little worse;Got a little worse;Stay the same;Stay the same;2
44;Female;Other technical, professional or higher qualification;North West;.7743629743768182;1.273.151.198.460.750;1.246.965.345.854.350;Strongly agree;Strongly agree;Strongly agree;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Don't know;Got a little worse;Get a little worse;Don't know;2;Don't know;Gotten a little worse;Don't know;Don't know;I would not vote;Don't know;Don't know;I would not vote;.7646995101057986;Got a little worse;Got a little worse;Don't know;Don't know;I would not vote.
64;Female;GCE A level or Higher Certificate;South West;.8499929561237608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stayed the same;Got a little better;Stay the same;Get a little better;3;;;;;;;;;;;;;;
66;Female;Teaching qualification (not degree);Yorkshire and the Humber;.8932752374401354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Got a little better;Get a little better;Get a little better;1;;;;;;;;;;;;;;
25;Male;GCE A level or Higher Certificate;Yorkshire and the Humber;3.152.972.786.477.560;1.656.307.709.849.020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Got a little worse;Get a little worse;Get a little worse;3;Gotten a little worse;Gotten a little worse;Get a little worse;Get a little worse;3;;;;;;;;;
63;Male;CSE grade 1, GCE O level, GCSE, School Certificate;Wales;.9540521229926298;.931971028801487;.9516514726313547;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stayed the same;Stayed the same;Get a little worse;Get a little worse;1;Stayed the same;Stayed the same;Get a little worse;Stay the same;1;Agree;Agree;1;;;;;;
55;Male;GCE A level or Higher Certificate;London;1.222.406.005.506.850;1.134.184.512.575.730;1.098.168.465.405.580;Strongly agree;Agree;Agree;6;5;;No-none;;Negative effect;Don’t know;Don’t know;Negative effect;Disagree;Disagree;Agree;Agree;Disagree;Disagree;2;4;3;4;Extremely important;Very well;Quite Often;Extremely important;4;2;3;2;3;2;3;2;3;2;Stayed the same;Stayed the same;Stay the same;Stay the same;1;Gotten a little better;Stayed the same;Stay the same;Stay the same;I would not vote;Strongly agree;Strongly agree;I would not vote;1.036.692.309.291.230;Got a little better;Got a little better;Stay the same;Get a little worse;1
47;Female;CSE grades 2-5;West Midlands;.6383310769399068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a lot worse;Got a lot worse;Get a lot worse;Get a lot worse;2;;;;;;;;;;;;;;
35;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);London;.7228545244522647;.9965960570164446;1.041.152.696.081.540;Agree;Agree;Agree;6;4;;;Don't know;Don’t know;Don’t know;Don’t know;Don’t know;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;3;3;3;4;Neither unimportant nor important;Not very well;Don’t know;Don’t know;3;2;2;2;4;2;2;2;4;2;Got a little better;Stayed the same;Stay the same;Stay the same;1;Stayed the same;Stayed the same;Stay the same;Stay the same;1;Agree;Agree;1;.9378859247710726;Stayed the same;Stayed the same;Stay the same;Stay the same;1
76;Female;City and Guild certificate;South East;;;;Strongly agree;Strongly agree;Agree;10;2;;Conservative;;No effect;Negative effect;No effect;No effect;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;3;4;4;5;Extremely important;Extremely well;Always;Extremely important;4;4;5;3;5;3;4;3;1;2;;;;;;;;;;;;;;;;;;;
48;Male;City and Guild certificate;Wales;.6983654078897918;.718252914928411;.7414123650201373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Got a little worse;Get a little worse;Get a little worse;1;Stayed the same;Stayed the same;Stay the same;Get a little better;1;Strongly agree;Agree;1;;;;;;
51;Female;City and Guild certificate - advanced;South East;;;;Agree;Neither agree nor disagree;Neither agree nor disagree;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);London;;;;Neither agree nor disagree;Agree;Agree;5;4;;;Labour;Don’t know;Don’t know;Don’t know;Don’t know;Strongly agree;Agree;Disagree;Agree;Agree;Agree;5;4;5;5;Very important;Extremely well;Always;Very important;5;5;5;5;5;3;5;5;5;5;;;;;;;;;;;;;;;;;;;
63;Female;GCE A level or Higher Certificate;London;;;;Strongly agree;Strongly agree;Agree;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);Scotland;.9113912294248033;.9209158326219754;;Strongly agree;Agree;Disagree;9;7 -  Government should do more to reduce income inequality.;Labour;;;Positive effect;Negative effect;No effect;Negative effect;Agree;Agree;Agree;Agree;Agree;Strongly disagree;4;4;4;1;Neither unimportant nor important;Not very well;Sometimes;Not important at all;2;1;2;2;2;2;2;5;2;1;Got a lot worse;Got a little worse;Get a little worse;Get a little worse;1;Gotten a lot worse;Gotten a little worse;Get a lot worse;Get a little worse;1;;;;;;;;;
33;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);Scotland;1.012.497.387.321.270;1.250.562.449.089.010;1.300.676.074.338.110;Disagree;Disagree;Strongly disagree;2;7 -  Government should do more to reduce income inequality.;;Liberal Democrat;;Negative effect;Don’t know;Positive effect;Positive effect;Disagree;Agree;Disagree;Neither agree nor disagree;Strongly agree;Agree;3;3;4;4;Very unimportant;Don’t know;Always;Very important;1;1;1;3;3;1;2;1;2;1;Got a little better;Stayed the same;Stay the same;Get a little better;1;Gotten a little better;Gotten a little better;Stay the same;Stay the same;1;Don't know;Agree;1;;;;;;
58;Female;GCE A level or Higher Certificate;Wales;1.177.867.685.483.720;1.015.067.851.300.030;1.058.294.278.592.080;Agree;Strongly agree;Neither agree nor disagree;5;4;;No-none;;Don’t know;Don’t know;Don’t know;Don’t know;Neither agree nor disagree;Disagree;Agree;Neither agree nor disagree;Disagree;Neither agree nor disagree;4;4;4;4;Very important;Very well;Don’t know;Extremely important;4;4;4;3;5;3;4;3;4;2;Got a little worse;Got a lot worse;Stay the same;Don't know;3;Gotten a little better;Gotten a little worse;Don't know;Don't know;3;Don't know;Agree;3;1.206.641.430.142.170;Got a little better;Got a little better;Don't know;Don't know;3
61;Female;No formal qualifications;South West;;;;Strongly agree;Strongly agree;Agree;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;Female;GCE A level or Higher Certificate;North West;.3507881202447976;.3469716251115907;.3408354776847293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a lot worse;Got a little worse;Get a little worse;Get a little worse;3;Gotten a lot worse;Gotten a little worse;Get a little worse;Get a lot worse;3;Strongly agree;Strongly agree;3;.422364096575117;Got a lot worse;Got a little worse;Get a little worse;Don't know;2
62;Male;No formal qualifications;Scotland;.5423433442328767;.7802486054893998;.7548732306888871;Neither agree nor disagree;Disagree;Neither agree nor disagree;1;7 -  Government should do more to reduce income inequality.;;Scottish National Party (SNP);;Negative effect;Positive effect;Negative effect;Negative effect;Agree;Agree;Neither agree nor disagree;Strongly agree;Strongly agree;Disagree;5;2;5;5;Not important at all;Not at all;Rarely;Not important at all;4;2;1;3;2;3;2;1;3;1;Got a lot worse;Got a little worse;Get a little worse;Get a little worse;1;Gotten a lot worse;Gotten a little worse;Get a little worse;Get a lot worse;1;Strongly agree;Strongly agree;1;;;;;;
53;Male;Nursing qualification (eg SEN, SRN, SCM, RGN);Scotland;;;;Strongly agree;Strongly agree;Strongly agree;5;6;Scottish National Party (SNP);;;Negative effect;Negative effect;Negative effect;Negative effect;Disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;2;4;2;4;Neither unimportant nor important;Not very well;Always;Neither unimportant nor important;2;2;3;2;4;2;4;2;4;2;;;;;;;;;;;;;;;;;;;
73;Female;No formal qualifications;Wales;;;;Strongly agree;Strongly agree;Strongly agree;10;2;;;Conservative;Positive effect;No effect;Positive effect;Positive effect;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly agree;Disagree;Agree;5;3;3;3;Extremely important;Extremely well;Always;Extremely important;5;5;5;5;5;1;5;5;5;3;;;;;;;;;;;;;;;;;;;
51;Female;CSE grade 1, GCE O level, GCSE, School Certificate;West Midlands;;;;Agree;Agree;Agree;5;5;;No-none;;No effect;No effect;No effect;No effect;Disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Disagree;Agree;3;3;3;4;Very important;Extremely well;Sometimes;Very important;3;3;4;4;4;4;3;4;4;3;;;;;;;;;;;;;;;;;;;
37;Male;GCE A level or Higher Certificate;Scotland;1.785.415.273.526.480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Got a little better;Get a little better;Stay the same;1;;;;;;;;;;;;;;
25;Male;CSE grade 1, GCE O level, GCSE, School Certificate;North West;2.584.501.327.007.360;3.560.689.461.404.940;3.692.687.114.527.750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Got a little worse;Get a little worse;Get a little worse;2;Don't know;Don't know;Don't know;Don't know;2;Don't know;Strongly agree;2;2.082.901.900.086.500;Got a lot worse;Got a little worse;Get a little worse;Get a little worse;2
51;Male;Other technical, professional or higher qualification;South West;.8939250426598235;;;Agree;Agree;Agree;6;2;Conservative;;;Negative effect;Positive effect;No effect;No effect;Agree;Neither agree nor disagree;Disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;4;3;3;4;Very unimportant;Extremely well;Always;Very important;3;3;2;3;4;3;4;2;1;2;Got a little better;Got a little better;Get a little better;Get a lot better;2;;;;;;;;;;;;;;
33;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);West Midlands;1.479.713.976.975.770;1.635.289.298.907.390;1.666.714.015.411.640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Got a little worse;Get a little better;Get a little better;3;Stayed the same;Stayed the same;Get a little better;Get a little better;3;Agree;Agree;3;;;;;;
48;Female;Other technical, professional or higher qualification;Wales;1.016.816.417.686.920;1.110.183.566.917.010;1.158.547.138.271.610;Agree;Neither agree nor disagree;Strongly disagree;4;6;;;Labour;Positive effect;Positive effect;Positive effect;Positive effect;Neither agree nor disagree;Agree;Strongly disagree;Strongly agree;Agree;Agree;4;3;4;5;Neither unimportant nor important;Very well;Always;Very important;1;2;1;2;4;1;1;3;2;1;Got a little worse;Got a little worse;Get a little worse;Stay the same;1;Stayed the same;Stayed the same;Stay the same;Get a little better;1;Agree;Strongly agree;1;126.545.066.275.156;Stayed the same;Stayed the same;Stay the same;Stay the same;1
59;Female;GCE A level or Higher Certificate;East of England;.319006734963899;.3099308078912362;.3243851235043961;Agree;Agree;Agree;8;2;;United Kingdom Independence Party (UKIP);;Negative effect;No effect;No effect;Negative effect;Agree;Agree;Disagree;Agree;Neither agree nor disagree;Disagree;4;4;4;4;Extremely important;Very well;Always;Extremely important;5;5;5;5;5;1;5;4;5;5;Got a little better;Stayed the same;Stay the same;Stay the same;3;Stayed the same;Stayed the same;Stay the same;Get a little better;3;Agree;Agree;3;;;;;;
68;Male;No formal qualifications;East of England;.7538264003707696;.7638903724524715;.7947937405295342;Strongly agree;Neither agree nor disagree;Agree;1;7 -  Government should do more to reduce income inequality.;;;Labour;Positive effect;No effect;Don’t know;Negative effect;Neither agree nor disagree;Agree;Disagree;Agree;Agree;Disagree;5;5;4;5;Very important;Not very well;Sometimes;Extremely important;3;3;2;3;3;2;3;1;1;2;Got a little worse;Got a little worse;Get a little worse;Get a lot worse;1;Gotten a lot worse;Gotten a little worse;Get a little worse;Get a lot worse;1;Strongly agree;Agree;1;.6860469744586818;Got a lot worse;Got a lot worse;Get a lot worse;Get a lot worse;1
64;Male;Recognized trade apprenticeship completed;Scotland;.7593064852677632;;;Agree;Strongly agree;Neither agree nor disagree;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Stayed the same;Stay the same;Get a little better;3;;;;;;;;;;;;;;
23;Male;GCE A level or Higher Certificate;London;;;;Strongly agree;Agree;Strongly agree;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);Scotland;;;;Agree;Agree;Disagree;6;5;Scottish National Party (SNP);;;Negative effect;Positive effect;Positive effect;Positive effect;Disagree;Strongly agree;Disagree;Strongly agree;Strongly agree;Strongly disagree;2;2;2;2;Very important;Very well;Always;Very important;1;2;2;3;5;2;2;1;1;4;;;;;;;;;;;;;;;;;;;
38;Male;Recognized trade apprenticeship completed;South West;1.210.128.367.024.590;1.526.355.088.615.190;165.274.197.582.098;Neither agree nor disagree;Agree;Neither agree nor disagree;7;2;;Labour;;Negative effect;Positive effect;No effect;Positive effect;Disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Disagree;4;2;3;5;Very important;Extremely well;Rarely;Very important;4;5;5;3;5;4;5;3;5;2;Got a little worse;Got a little worse;Get a little worse;Get a little worse;3;Gotten a little worse;Gotten a little worse;Stay the same;Get a little worse;3;Agree;Strongly agree;3;1.554.926.379.082.660;Got a little worse;Got a little worse;Get a little better;Don't know;3
78;Male;Clerical and commercial;Yorkshire and the Humber;.8093353642159596;.8489478753925658;.7926444614221935;Strongly agree;Strongly agree;Agree;6;7 -  Government should do more to reduce income inequality.;Liberal Democrat;;;Negative effect;No effect;Negative effect;No effect;Disagree;Agree;Disagree;Neither agree nor disagree;Disagree;Disagree;2;4;3;4;Extremely important;Extremely well;Always;Extremely important;2;2;4;4;5;2;4;2;4;2;Got a little worse;Got a little worse;Get a little worse;Get a little worse;1;Gotten a little worse;Gotten a little worse;Stay the same;Stay the same;1;Agree;Agree;1;.7158652717430977;Got a little worse;Stayed the same;Get a little worse;Get a little worse;1
60;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);East of England;.8892108763553536;.8408921818692445;.7792237452667049;Disagree;Neither agree nor disagree;Neither agree nor disagree;2;7 -  Government should do more to reduce income inequality.;;;Labour;Negative effect;No effect;Positive effect;No effect;Strongly agree;Strongly agree;Disagree;Agree;Agree;Neither agree nor disagree;4;5;5;4;Neither unimportant nor important;Very well;Rarely;Neither unimportant nor important;3;2;3;3;4;1;2;3;1;1;Got a little worse;Stayed the same;Get a lot worse;Get a little worse;1;Gotten a little worse;Stayed the same;Get a lot worse;Get a lot worse;1;Agree;Strongly agree;1;.6397456575490276;Got a little worse;Got a little worse;Get a little worse;Get a lot worse;3
72;Male;University or CNAA higher degree (eg M.Sc, Ph.D);London;.8612300171159893;.8749754274190594;;Agree;Strongly agree;Strongly agree;8;2;Labour;;;Negative effect;No effect;Negative effect;Negative effect;Agree;Agree;Disagree;Agree;Agree;Neither agree nor disagree;3;3;3;4;Very important;Very well;Quite Often;Extremely important;5;2;4;3;3;2;2;2;4;1;Stayed the same;Got a little worse;Stay the same;Stay the same;1;Stayed the same;Gotten a little worse;Stay the same;Stay the same;1;;;;;;;;;
59;Female;Other technical, professional or higher qualification;Wales;1.505.036.617.322.720;1.345.613.483.147.550;1.365.678.644.626.650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Got a little worse;Get a little worse;Get a lot worse;2;Stayed the same;Gotten a little worse;Get a little worse;Get a lot worse;3;Strongly agree;Strongly agree;2;1.604.105.108.911.560;Got a little worse;Got a little worse;Stay the same;Stay the same;3
65;Male;City and Guild certificate - advanced;Scotland;1.167.060.013.175.020;1.022.805.009.279.980;100.013.254.470.621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a lot worse;Got a lot worse;Get a little worse;Get a little better;3;Gotten a little worse;Gotten a little worse;Get a little worse;Get a little worse;3;Strongly agree;Strongly agree;2;1.001.844.235.923.250;Don't Know;Got a lot worse;Get a little worse;Get a little worse;3
42;Female;CSE grade 1, GCE O level, GCSE, School Certificate;Wales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Female;University or CNAA higher degree (eg M.Sc, Ph.D);Wales;;;;Disagree;Disagree;Strongly disagree;2;7 -  Government should do more to reduce income inequality.;;;Labour;Negative effect;Don’t know;Positive effect;Negative effect;Agree;Neither agree nor disagree;Strongly disagree;Strongly agree;Strongly agree;Disagree;3;2;3;4;Neither unimportant nor important;Not very well;Quite Often;Neither unimportant nor important;2;3;2;2;3;2;2;3;1;1;;;;;;;;;;;;;;;;;;;
29;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);London;;;;Neither agree nor disagree;Agree;Neither agree nor disagree;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stayed the same;Stayed the same;Stay the same;Don't know;1;;;;;;;;;;;;;;
29;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);London;1.237.603.045.101.380;;;Agree;Agree;Neither agree nor disagree;5;4;;;No-none;Negative effect;Positive effect;No effect;Don’t know;Neither agree nor disagree;Agree;Agree;Disagree;Agree;Neither agree nor disagree;3;3;3;4;Neither unimportant nor important;Don’t know;Don’t know;Don’t know;5;3;4;3;5;2;3;4;4;3;;;;;;;;;;;;;;;;;;;
42;Male;CSE grade 1, GCE O level, GCSE, School Certificate;West Midlands;.9086694958051075;1.229.696.560.106.660;1.195.033.160.546.730;Strongly agree;Strongly agree;Strongly agree;5;5;Don't know;;;Negative effect;Don’t know;Negative effect;Negative effect;Strongly agree;Don’t Know;Neither agree nor disagree;Agree;Agree;Disagree;4;3;3;4;Very important;Very well;Never;Very important;5;4;1;5;4;4;5;5;4;3;Got a little better;Stayed the same;Get a little better;Get a little better;3;Gotten a little better;Gotten a little better;Get a little better;Get a little better;3;Agree;Strongly agree;3;;;;;;
27;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);Scotland;.7750648530911308;;;Strongly agree;Agree;Neither agree nor disagree;6;2;No-none;;;Negative effect;No effect;No effect;Positive effect;Agree;Agree;Agree;Disagree;Disagree;Agree;4;4;3;4;Very important;Not very well;Sometimes;Extremely important;2;2;2;2;2;2;2;2;2;1;Got a little better;Stayed the same;Get a little better;Stay the same;1;;;;;;;;;;;;;;
61;Female;GCE A level or Higher Certificate;South West;101.614.707.866.036;;;Strongly agree;Strongly agree;Agree;4;5;;;Liberal Democrat;Negative effect;Negative effect;No effect;Negative effect;Agree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;4;4;4;4;Very important;Very well;Sometimes;Very important;3;4;4;4;4;3;4;4;4;2;Got a lot worse;Got a little worse;Get a little worse;Get a little worse;1;;;;;;;;;;;;;;
47;Female;University or CNAA higher degree (eg M.Sc, Ph.D);Scotland;.7962380669735512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Stayed the same;Stay the same;Get a little better;2;;;;;;;;;;;;;;
61;Male;Scottish Ordinary/ Lower Certificate;Scotland;.5423433442328767;.5563477496532582;.5404033518526352;Strongly agree;Strongly agree;Strongly agree;5;2;;Scottish National Party (SNP);;Positive effect;No effect;No effect;Positive effect;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;3;3;3;3;Very important;Very well;Quite Often;Very important;4;4;4;4;4;4;4;4;1;3;Got a little worse;Got a little worse;Get a little worse;Get a little worse;3;Stayed the same;Gotten a little worse;Get a little worse;Get a little better;3;Agree;Strongly agree;3;.5722906286420698;Stayed the same;Got a little worse;Get a little worse;Get a little worse;3
37;Male;University or CNAA higher degree (eg M.Sc, Ph.D);London;103.124.619.015.239;;;Strongly agree;Agree;Agree;4;3;;Liberal Democrat;;Negative effect;Positive effect;Positive effect;Positive effect;Agree;Strongly agree;Disagree;Strongly agree;Agree;Disagree;3;4;3;4;Not important at all;Not at all;Never;Not important at all;1;2;1;2;4;1;2;1;1;2;Got a lot better;Got a little better;Get a lot better;Get a lot better;1;;;;;;;;;;;;;;
48;Female;City and Guild certificate;East of England;.7122135699332608;.7896832556767057;.8014906180561636;Strongly agree;Strongly agree;Strongly agree;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Got a little worse;Stay the same;Get a little worse;2;Gotten a little worse;Gotten a little worse;Stay the same;Stay the same;2;Strongly agree;Neither agree nor disagree;3;.7328470956562751;Got a little worse;Stayed the same;Stay the same;Stay the same;3
65;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);Wales;1.179.977.764.681.900;1.122.374.252.657.390;1.112.674.412.962.000;Agree;Agree;Agree;4;3;;;Liberal Democrat;Negative effect;Negative effect;No effect;Negative effect;Agree;Agree;Disagree;Agree;Neither agree nor disagree;Disagree;4;2;3;4;Extremely important;Extremely well;Quite Often;Extremely important;2;3;2;2;4;2;3;2;2;1;Got a little better;Stayed the same;Stay the same;Get a little better;1;Gotten a little better;Stayed the same;Stay the same;Get a little better;1;Agree;Disagree;1;;;;;;
67;Male;Other technical, professional or higher qualification;Wales;;;;Agree;Agree;Agree;6;4;;No-none;;No effect;Positive effect;No effect;No effect;Disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Disagree;Neither agree nor disagree;4;4;4;5;Extremely important;Very well;Always;Very important;5;2;4;3;5;2;4;2;4;2;;;;;;;;;;;;;;;;;;;
41;Male;GCE A level or Higher Certificate;West Midlands;.9100906038290187;.8281038632733434;.8162721490882333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Stayed the same;Stay the same;Stay the same;3;Stayed the same;Stayed the same;Get a little better;Get a little better;3;Agree;Agree;3;.8366394205231578;Stayed the same;Stayed the same;Get a little better;Get a little better;3
55;Male;CSE grades 2-5;Yorkshire and the Humber;;;;Agree;Agree;Neither agree nor disagree;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;Female;Other technical, professional or higher qualification;North West;121.787.527.979.909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Got a lot worse;Stay the same;Stay the same;2;;;;;;;;;;;;;;
